TradingDay,TMT,中药,交通运输,传媒,光伏,农业综合,医疗,医药,医药医疗,半导体,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,旅游,有色,机械设备,汽车,游戏,生物科技,电力,电子,石油石化,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-08-28,,,,,,,,,-0.06426345222987859,,,,,,,,,,,,,,,,,,,,,0.002137140717365969,,,,
2015-09-02,,,,,,,,,0.36129484707435044,,,,,,,,,,,,,,,,,,,,,0.008729870013668022,,,,
2015-09-11,,,,,,,,,-1.1447968861272995,,,,,,,,,,,,,,,,,,,,,0.0013963892008975727,,,,
2015-09-18,,,,,,,,,-0.3227136555964697,,,,,,,,,,,,,,,,,,,,,-0.06282110574174027,,,,
2015-09-25,,,,,,,,,0.17918689923615727,,,,,,,,,,,,,,,,,,,,,-0.014238931674463079,,,,
2015-09-30,,,,,,,,,-0.06789134888538452,,,,,,,,,,,,,,,,,,,,,-0.013902676839264994,,,,
2015-10-09,,,,,,,,,-0.501659299812396,,,,,,,,,,,,,,,,,,,,,0.16245936523195492,,,,
2015-10-16,,,,,,,,,0.20884187733933435,,,,,,,,,,,,,,,,,,,,,-0.15068716819122313,,,,
2015-10-23,,,,,,,,,0.27087787175221134,,,,,,,,,,,,,,,,,,,,,-0.015957940848854803,,,,
2015-10-30,,,,,,,,,-0.22715297638281762,,,,,,,,,,,,,,,,,,,,,-0.003114457432225113,,,,
2015-11-06,,,,,,,,,0.020915850125689202,,,,,,,,,,,,,,,,,,,,,-0.006613119111920904,,,,
2015-11-13,,,,,,,,,-0.09613440676762529,,,,,,,,,,,,,,,,,,,,,0.5746557730307276,,,,
2015-11-20,,,,,,,,,-0.4647088125067636,,,,,,,,,,,,,,,,,,,,,-0.3188073322994011,,,,
2015-11-27,,,,,,,,,0.006951497629666829,,,,,,,,,,,,,,,,,,,,,0.14299674112421717,,,,
2015-12-04,,,,,,,,,0.0396394390733101,,,,,,,,,,,,,,,,,,,,,-0.08092605810197555,,,,
2015-12-11,,,,,,,,,-0.020707308205390525,,,,,,,,,,,,,,,,,,,,,0.020383945619574215,,,,
