TradingDay,TMT,一带一路,交通运输,传媒,农业综合,医疗,医药,医药医疗,国企改革,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,有色,机械设备,汽车,生物科技,电力,电子,石油石化,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-02-17,-0.0277283111269611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,-0.006864876079053271,,,,,,0.0168237267905772,,,,,,,,,,,,,,,,,,,,,-0.8491435314940092,,,,
2015-03-06,1.3542697296749333,,,,,,2.349754642523849,,,,,,,,,,,,,,,,,,,,,11.310904027487242,,,,
2015-03-13,-0.011085143543391587,,,,,,0.1843867527050486,,,,,,,,,,,,,,,,,,,,,1.8128831709835653,,,,
2015-03-20,-0.017694603792495236,,,,,,-3.7340134490942494,,,,,,,,,,,,,,,,,,,,,1.35299916970261,,,,
2015-03-27,0.05658209175161344,,,,,,-2.4567571071295387,,,,,,,,,,,,,,,,,,,,,-0.29926699093671155,,,,
2015-04-03,0.24948082133884064,,,,,,0.8092077763894099,,,,,,,,,,,,,,,,,,,,,1.7844400329878174,,,,
2015-04-10,-0.025899630147969636,,,,,,-3.3151412340769406,,,,,,,,,,,,,,,,,,,,,-3.6545715825388734,,,,
2015-04-17,-2.042789179169242,,,,,,0.3099192699257122,,,,,,,,,,,,,,,,,,,,,-7.606287599540492,,,,
2015-04-24,0.05946248294827028,,,,,,13.21997668565232,,,,,,,,,,,,,,,,,,,,,0.38152834670663005,,,,
2015-04-30,-0.620777936157374,,,,,,-0.9992834041399575,,,,,,,,,,,,,,,,,,,,,-6.206654214636118,,,,
2015-05-08,2.2594210742986167,,,,,,-0.47631686412407204,,,,,,,,,,,,,,,,,,,,,-0.14299210133859513,,,,
2015-05-15,-0.05845303923192447,,,,,,-4.4975402486424585,,,,,,,,,,,,,,,,,,,,,0.07343381309488098,,,,
2015-05-22,-0.015822118828693728,,,,,,0.6587622148447643,-4.73726886075113,,,,,,,,,,,,,,,,,,,,-0.5492447540881833,,,,
2015-05-29,-0.7501177824501466,,,,,,1.1656116203450222,-0.5111113069947766,,,,,,,,,,,,,,,,,,,,0.22592703935014752,,,,
2015-06-05,-1.9447871755664812,,,,,,-0.016621014795548835,-16.28385988341828,,,,,,,,,,,,,,,,,,,,0.0061396399693378345,,,,
2015-06-12,0.02390658668331775,,,,,,0.5143024179493718,-9.292830634908551,,,,,,,,,,,,,,,,,,,,-0.18489401640627628,,,,
2015-06-19,0.1504564177895256,,,,,,-0.15534784198215593,-0.5146970673620141,,,,,,,,,,,,,,,,,,,,0.56481851229418,,,,
2015-06-26,0.4022806342150527,,,,,,-12.474851461831381,-3.5294533709381497,,,,,,,,,,,,,,,,,,,,0.06718537630309719,,,,
