TradingDay,TMT,一带一路,传媒,农业综合,医药,医药医疗,国企改革,国央企综合,国防军工,基础化工,央企创新,家用电器,房地产,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-08-07,0.6030003166324296,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,0.043820774928347114,,,,-38.479864305734964,,,,,,,,,,,,,,,,,0.2686418031304133,,,,
2015-08-21,-5.942979386542177,,,,-0.7267243927829339,,,,,,,,,,,,,,,,,-10.750901369579337,,,,
2015-08-28,0.20944974832880964,,,,-5.671445320851573,,,,,,,,,,,,,,,,,,,,,
2015-09-02,-0.12267115725758199,,,,-1.2562857911486087,,,,,,,,,,,,,,,,,,,,,
2015-09-11,7.6160739123733325,,,,-11.42784875662936,,,,,,,,,,,,,,,,,,,,,
2015-09-18,0.9425608685505408,,,,-0.762748189150531,,,,,,,,,,,,,,,,,,,,,
2015-09-25,0.6218112168543798,,,,-1.5313668725711438,,,,,,,,,,,,,,,,,,,,,
2015-09-30,11.908868482774375,,,,-4.91158925226803,,,,,,,,,,,,,,,,,,,,,
2015-10-09,-5.9873321325315985,,,,-0.9469891591261892,,,,,,,,,,,,,,,,,,,,,
2015-10-16,8.472968144890105,,,,-31.840774281834825,,,,,,,,,,,,,,,,,,,,,
2015-10-23,-0.1558227990290812,,,,0.41672184763670356,,,,,,,,,,,,,,,,,,,,,
2015-10-30,0.023251161891990807,,,,-16.435722888209604,,,,,,,,,,,,,,,,,,,,,
2015-11-06,0.20729806704971582,,,,-0.7625537538787525,10.429425792228088,,,,,,,,,,,,,,,,,,,,
2015-11-13,11.954779536198549,,,,-6.6850504144296155,-0.5500705012126564,,,,,,,,,,,,,,,,,,,,
2015-11-20,0.017759969119720637,,,,-11.70663836671607,-0.19999815342064975,,,,,,,,,,,,,,,,,,,,
2015-11-27,0.6535140831327811,,,,-11.495360605097837,-6.304169673134741,,,,,,,,,,,,,,,,,,,,
2015-12-04,-0.16827267954250918,,,,-5.5977201671737316,69.50133706943856,,,,,,,,,,,,,,,,,,,,
2015-12-11,0.9330772129600585,,,,-0.8520829926752003,-0.29263073793532324,,,,,,,,,,,,,,,,,,,,
2015-12-18,0.19781896098050888,,,,-1.5285258929265078,6.0497656544983585,,,,,,,,,,,,,,,,,,,,
2015-12-25,-6.088620297983084,,,,-35.99708904357645,-8.842401191286068,,,,,,,,,,,,,,,,,,,,
2015-12-31,9.022971694366753,,,,-9.621866800276791,-0.6060301820894658,,,,,,,,,,,,,,,,,,,,
2016-01-08,-6.912711810948153,,,,-27.395112054248557,-41.36942155019831,,,,,,,,,,,,,,,,,,,,
2016-01-15,0.5643599223580426,,,,73.24172758878964,-1.0228547215656503,,,,,,,,,,,,,,,,,,,,
2016-01-22,0.04516291099219738,,,,-5.49799157999805,41.98984934526159,,,,,,,,,,,,,,,,,,,,
2016-01-29,0.20933025172419606,,,,-0.7271209050511988,-0.03015890477144234,,,,,,,,,,,,,,,,,,,,
2016-02-05,-0.14710193079853806,,,,-12.506896966124453,-0.9573071780782577,,,,,,,,,,,,,,,,,,,,
2016-02-19,10.18692028830063,,,,-9.835897635807278,5.462262337864223,,,,,,,,,,,,,,,,,,,,
2016-02-26,0.8628729706744425,,,,-0.7278818109528293,-49.24527489570905,,,,,,,,,,,,,,,,,,,,
2016-03-04,12.783653586765373,,,,-4.92381776291999,2.882875251373603,,,,,,,,,,,,,,,,,,,,
