TradingDay,TMT,一带一路,交通运输,传媒,农业综合,医疗,医药,医药医疗,国企改革,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-05-29,0.12711189110498586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,0.6486400798126124,,,,,,-1.1314061977204386,,,,,,,,,,,,,,,,,,,-0.5317028712871541,,,,
2015-06-12,9.651144624628046,,,,,,-6.595407247495559,,,,,,,,,,,,,,,,,,,-0.8005278373812762,,,,
2015-06-19,0.03388589858118442,,,,,,0.27164950627235973,,,,,,,,,,,,,,,,,,,0.25656010744224145,,,,
2015-06-26,7.108493382799617,,,,,,0.7591012906117258,,,,,,,,,,,,,,,,,,,-0.014714215304944614,,,,
2015-07-03,-0.256457542050355,,,,,,-4.432129414957039,,,,,,,,,,,,,,,,,,,-0.8839630494804588,,,,
2015-07-10,-0.20366994203870387,,,,,,-0.28831537060427104,,,,,,,,,,,,,,,,,,,0.08121842051711511,,,,
2015-07-17,0.17088270240323739,,,,,,-4.138899745736577,,,,,,,,,,,,,,,,,,,-0.04245930633597349,,,,
2015-07-24,0.8098599813563747,,,,,,-3.8830072825016493,,,,,,,,,,,,,,,,,,,-1.0443000703562393,,,,
2015-07-31,10.885554708657562,,,,,,-0.0844894599521835,,,,,,,,,,,,,,,,,,,-6.023229240711749,,,,
2015-08-07,6.753647561247373,,,,,,22.537562590558046,,,,,,,,,,,,,,,,,,,-0.1270842423926624,,,,
2015-08-14,0.11229814057732573,,,,,,-13.590007958710286,,,,,,,,,,,,,,,,,,,5.494667292427627,,,,
2015-08-21,-4.897692522446473,,,,,,-15.121738341925866,,,,,,,,,,,,,,,,,,,-0.9523149552153342,,,,
2015-08-28,0.051772779272031055,,,,,,-0.07642135478343139,-0.4653117408386698,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,12.43416831828314,,,,,,-0.0028159956839080014,-6.435896770496455,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,0.26231198219365537,,,,,,-10.305192669216499,-12.110885267772723,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,6.754624339445656,,,,,,-0.5487855535690528,-0.6784773772499778,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,0.010107117551744316,,,,,,-0.5163157080492091,-3.480486738441283,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-5.447654588461905,,,,,,-4.739266243354797,-0.1319713791287445,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,0.08601971935819991,,,,,,-0.0572351945556905,-0.9219569979269905,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,1.2992436958763123,,,,,,-0.8544731211103891,1.205105410953829,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,-0.21294935809882995,,,,,,0.6533287535093524,-7.384290549019298,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,1.0451099223632718,,,,,,-2.573584930525102,0.9193140156090118,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,12.519939717594934,,,,,,-0.2265542433570185,-2.217056431272205,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,0.27477580447304084,,,,,,-3.7777266540975627,-6.68606077805364,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,-5.491010441330097,,,,,,0.3475672457970707,-0.12887665364795892,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,1.1012496128434643,,,,,,-0.5427255120316689,-2.3482319438204824,,,,,,,,,,,,,,,,,,,,,,
