TradingDay,TMT,一带一路,中药,交通运输,传媒,光伏,养殖,农业综合,医疗,医药,医药医疗,半导体,国企改革,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,新能源综合,旅游,有色,机械设备,汽车,游戏,生物科技,电力,电子,石油石化,种植,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-01-16,,,,,,,,,,,,,,0.016360655288786025,,,,,,,,,,,,,,,,,,,-0.1933712123720482,,,,,,,
2015-01-23,0.004438085305547637,,,,,,,,,,0.35791359943428963,,,0.280126323577343,,,,,,,,,,,,,,,,,,,2.445799813890171,,,0.06255749296217236,,,-0.03796816432330976,
2015-01-30,-0.01015303580760056,,,,,,,,,,-0.7223964573816759,,,-0.3524510810172723,,,,,,,,,,,,,,,,,,,-0.08776762950794412,,,5.649243682735931,,,1.2809849922444494,
2015-02-06,1.985727193821928,,,,,,,,,,-0.8137926281054836,,,-0.27537364766133293,,,,,,,,,,,,,,,,,,,0.017701545482262188,,,-0.11120116293071124,,,-0.19003456099908858,
2015-02-13,8.960781989950874,,,,,,,,,,-0.5230605513022379,,,-0.6348920469804752,,,,,,,,,,,,,,,,,,,-0.7334432571522476,,,0.02522127194659644,,,-0.028074217682749255,
2015-02-17,-0.010464934194913608,,,,,,,,,,0.18751328579690318,,,-0.03966702272626271,,,,,,,,,,,,,,,,0.02632921822687994,,,-0.12834904228434257,,,0.053946387221907796,,,-0.0018329212579677773,
2015-02-27,-2.5582133914980916,,,,,,,,,,0.10782845354318422,,,-0.041832986096489444,,,,,,,,,,,,,,,,-0.018832411977241816,,,-6.490639586748827,,,0.018834820687435087,,,0.020312999292646565,
2015-03-06,0.009811981090948755,,,,,,,,,,-0.20308283436468308,,,-1.152866464099792,,,,,,,,,,,,,,,,-0.23281470988162922,,,-0.5227567868167649,,,-0.0332712144798152,,,0.41981556778479473,
2015-03-13,-0.05326972285695309,,,,,,,,,,-0.15761751942090588,,,-0.03793021632792101,,,,,,,,,,,,,,,,-0.011278175617161362,,,0.1826273163117599,,,2.09096898449775,,,0.058958238816587356,
2015-03-20,-0.7138756453016126,,,,,,,,,,-0.1241267540785958,,,-0.15947043474105904,,,,,,,,,,,,,,,,0.010903893303886879,,,-0.10604045317785801,,,-0.4131684331169031,,,0.012441197934161737,
2015-03-27,1.5114319888778547,,,,,,,,,,0.39029171155857034,,,-4.352734407083259,,,,,,,,,,,,,,,,0.01252400639739537,,,-2.5659709939841315,,,0.000632224447810958,,,,
2015-04-03,,,,,,,,,,,-1.1088101451285224,,,-0.049069321037400575,,,,,,,,,,,,,,,,-0.03712896972034986,,,-0.28923706089425577,,,,,,,
2015-04-10,,,,,,,,,,,0.1050276317549938,,,-1.8230722220228386,,,,,,,,,,,,,,,,0.012228039906969494,,,5.294447990083437,,,,,,,
2015-04-17,,,,,,,,,,,-0.23264669285964776,,,-0.027463938101804815,,,,,,,,,,,,,,,,-0.020155816672264598,,,-0.5927877710089343,,,,,,,
2015-04-24,,,,,,,,,,,-0.044231294103654006,,,-0.022491088890369465,,,,,,,,,,,,,,,,4.078367921248541,,,-1.9194248749311753,,,,,,,
2015-04-30,,,,,,,,,,,-0.010095739326496931,,,-1.4993132222566352,,,,,,,,,,,,,,,,-0.1949778311300753,,,-0.10773697718712688,,,-0.015394952944949782,,,,
2015-05-08,,,,,,,,,,,0.29561466356850225,,,-0.02643643442064269,,,,,,,,,,,,,,,,0.023026183105903736,,,0.0901426939711614,,,-0.009464571359378051,,,,
2015-05-15,,,,,,,,,,,-0.8238329245236619,,,-0.07476903481280639,,,,,,,,,,,,,,,,0.9119063900241698,,,-6.770914702286832,,,-0.0316064873513128,,,,
2015-05-22,,,,,,,,,,,0.12231185269866351,,,2.3573506782348432,,,,,,,,,,,,,,,,-0.018707185561658592,,,-0.04604928789981033,,,0.1373815101089036,,,,
2015-05-29,,,,,,,,,,,0.017090978291829532,,,-0.07404301169586575,,,,,,,,,,,,,,,,-0.021853368287198756,,,-0.7620338074925809,,,-0.12236245172334712,,,,
2015-06-05,,,,,,,,,,,0.588001782516886,,,-0.004021517984188896,,,,,,,,,,,,,,,,-0.1922005477678686,,,-2.7020294053733354,,,-2.1310997110104033,,,,
2015-06-12,,,,,,,,,,,-2.3794101616153362,,,-0.3058626804052849,,,,,,,,,,,,,,,,-0.06836651671177138,,,0.22122131832974515,,,-0.0014030074532509762,,,,
2015-06-19,,,,,,,,,,,-0.03410630762080287,,,-0.9855204747367234,,,,,,,,,,,,,,,,-0.1636383153914496,,,-0.5682449030679688,,,0.0970323824939483,,,,
2015-06-26,,,,,,,,,,,-0.4621164879636965,,,-0.058206424544299334,,,,,,,,,,,,,,,,-2.1376343048955935,,,0.13330900221344108,,,-0.3100888859798848,,,,
2015-07-03,,,,,,,,,,,-1.8160619296378797,,,0.027104779652926694,,,,,,,,,,,,,,,,0.003042581794098751,,,-0.5871020075139426,,,0.03388560655110443,,,,
2015-07-10,,,,,,,,,,,-0.720735155034345,,,-0.04021366050536769,,,,,,,,,,,,,,,,-0.06600475410927968,,,-0.022008536384056365,,,0.009629136755341966,,,,
2015-07-17,,,,,,,,,,,1.788262409389696,,,0.13140570127481865,,,,,,,,,,,,,,,,0.009606339256546047,,,-0.19970895757577692,,,-0.5861492843316634,,,,
2015-07-24,,,,,,,,,,,-0.01849385683202502,,,-0.20182131736910858,,,,,,,,,,,,,,,,-0.09021256038211072,,,-0.44423945197910986,,,0.030937671188879756,,,,
2015-07-31,,,,,,,,,,,-0.24988868174248735,,,0.5660758017875029,,,,,,,,,,,,,,,,0.004763891088395379,,,-1.3668255182406406,,,0.11645227903367322,,,,
