TradingDay,TMT,一带一路,中药,交通运输,传媒,光伏,养殖,农业综合,医疗,医药,医药医疗,半导体,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,新能源综合,旅游,有色,机械设备,游戏,生物科技,电力,电子,石油石化,种植,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012202309033433414,,,,,,,
2015-09-30,,,,,,,,,,,,,0.25709942671108654,,,,,,,,,,,,,,,,,,-0.020060918476662762,,,,,,,
2015-10-09,,,,,,,,,,,,,-0.01849951372652698,,,,,,,,,,,,,,,,,,1.3420795874436975,,,,,,,
2015-10-16,,,,,,,,,,,,,-1.1403119467750593,,,,,,,,,,,,,,,,,,-2.681122559804775,,,,,,,
2015-10-23,,,,,,,,,,,,,-0.007712492171155582,,,,,,,,,,,,,,,,,,0.01296887994573373,,,,,,,
2015-10-30,,,,,,,,,,,,,-2.9651631239928617,,,,,,,,,,,,,,,0.044061670104532,,,0.027653629882088977,,,,,,,
2015-11-06,,,,,,,,,,,,,-0.021635365674640798,,,,,,,,,,,,,,,0.773807039560554,,,0.6776079901005537,,,,,,,
2015-11-13,,,,,,,,,,,,,-0.011109753765901658,,,,,,,,,,,,,,,-0.21199328662096578,,,-0.1867567815386015,,,,,,,
2015-11-20,,,,,,,,,,,,,-0.01246085605000935,,,,,,,,,,,,,,,0.0363393679194988,,,-0.0677862555455188,,,,,,,
2015-11-27,,,,,,,,,,,,,-0.019889580741039508,,,,,,,,,,,,,,,9.677577940650809e-05,,,0.03688085881987597,,,,,,,
2015-12-04,,,,,,,,,,,,,-0.022158291346329025,,,,,,,,,,,,,,,0.499148171735087,,,0.36844692712856864,,,,,,,
2015-12-11,,,,,,,,,,,,,0.001851880886299582,,,,,,,,,,,,,,,-0.3054006009200945,,,0.13691023314644685,,,,,,,
2015-12-18,,,,,,,,,,,,,0.010869513355352342,,,,,,,,,,,,,,,-0.0026247608151823594,,,0.06445515586698337,,,,,,,
2015-12-25,,,,,,,,,,,,,0.6989431477309154,,,,,,,,,,,,,,,0.0005138637216924312,,,-0.057748216910106724,,,,,,,
2015-12-31,,,,,,,,,,,,,-0.394273608167935,,,,,,,,,,,,,,,-2.3677137398310295,,,0.015780514928423438,,,,,,,
2016-01-08,,,,,,,,,,,,,-0.057914306737971204,,,,,,,,,,,,,,,0.053199035383212696,,,-0.1330730872790879,,,0.00024956348759009364,,,,
