TradingDay,TMT,一带一路,中药,交通运输,传媒,光伏,养殖,农业综合,医疗,医药,医药医疗,半导体,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,新能源综合,旅游,有色,机械设备,汽车,游戏,生物科技,电力,电子,石油石化,种植,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0427977904569819,,,,,,,
2015-08-07,,,,,,,,,,,-0.0316397723547599,,0.48680007546168763,,,,,,,,,,,,,,,,,,,0.021439360620463543,,,,,,,
2015-08-14,,,,,,,,,,,0.06874390596669805,,-0.012712449432185729,,,,,,,,,,,,,,,,,,,0.012190669122793568,,,,,,,
2015-08-21,,,,,,,,,,,-0.4178115406114677,,0.007389785744194709,,,,,,,,,,,,,,,,,,,0.007290496109619723,,,,,,,
2015-08-28,,,,,,,,,,,,,0.10759922384206164,,,,,,,,,,,,,,,,,,,0.01936453470382572,,,,,,,
2015-09-02,,,,,,,,,,,,,-0.23618081514947914,,,,,,,,,,,,,,,,-0.25864176743820855,,,0.025538199344392234,,,,,,,
2015-09-11,,,,,,,,,,,,,0.0023268140826140683,,,,,,,,,,,,,,,,-0.027803054820697608,,,0.2800915844824256,,,,,,,
2015-09-18,,,,,,,,,,,,,0.01392661218664891,,,,,,,,,,,,,,,,-0.012496094963738559,,,-0.09692453579145538,,,,,,,
2015-09-25,,,,,,,,,,,,,-0.0022816766640040603,,,,,,,,,,,,,,,,-0.0006731626356935535,,,-0.16883829947608453,,,,,,,
2015-09-30,,,,,,,,,,,,,-0.10040377373074089,,,,,,,,,,,,,,,,0.10435192317603764,,,-0.14094942556307877,,,,,,,
2015-10-09,,,,,,,,,,,,,-0.6300770177081484,,,,,,,,,,,,,,,,0.035306972485120394,,,0.0009952300629721103,,,,,,,
2015-10-16,,,,,,,,,,,,,-0.007303994652952214,,,,,,,,,,,,,,,,-0.027613916687649533,,,-0.16959968175287862,,,,,,,
2015-10-23,,,,,,,,,,,,,-12.36516677820209,,,,,,,,,,,,,,,,0.029529283852835472,,,-0.007994070419752225,,,,,,,
2015-10-30,,,,,,,,,,,,,-0.001721677344335263,,,,,,,,,,,,,,,,-0.1223487136060606,,,-0.3366512946074641,,,,,,,
2015-11-06,,,,,,,,,,,,,-0.022392483890558958,,,,,,,,,,,,,,,,-0.0024961777621070047,,,0.03666845891873011,,,,,,,
2015-11-13,,,,,,,,,,,,,-0.01498870192988088,,,,,,,,,,,,,,,,-0.011753137915805697,,,-0.10048520242805269,,,0.025523765735928357,,,,
