TradingDay,TMT,一带一路,中药,交通运输,传媒,光伏,养殖,农业综合,医疗,医药,医药医疗,半导体,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,新能源综合,旅游,有色,机械设备,汽车,游戏,生物科技,电力,电子,石油石化,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-03-06,,,,,,,,,,,-3.88988668992599,,,,,,,,,,,,,,,,,,,,,,,0.4117095508799443,,,,-0.12524229470588838
2015-03-13,,,,,,,,,,,18.404297951488292,,,,,,,,,,,,,,,,,,,,,,,-0.010430642641218402,,,,0.5203800522326982
2015-03-20,,,,,,,,,,,-0.04776100449169629,,,,,,,,,,,,,,,,,,,,,,,6.557417550051209,,,,0.15411328180778122
2015-03-27,,,,,,,,,,,3.2061212628723936,,,,,,,,,,,,,,,,,,,,,,,1.831832458126902,,,,3.5109029454017913
2015-04-03,,,,,,,,,,,5.653882444144566,,,,,,,,,,,,,,,,,,,,,,,11.933087686547267,,,,0.23579505414875984
2015-04-10,,,,,,,,,,,-1.2704836801201005,,,,,,,,,,,,,,,,,,,,,,,2.1301550502839164,,,,0.5476020231459309
2015-04-17,,,,,,,,,,,-0.00611364528280638,,,,,,,,,,,,,,,,,,,,,,,-1.1257192696655007,,,,-0.5941805175300988
2015-04-24,,,,,,,,,,,-2.3531356331744657,,,,,,,,,,,,,,,,,,,,,,,-0.5094453945141216,,,,-18.53167373326468
2015-04-30,,,,,,,,,,,0.02428070074995929,,,,,,,,,,,,,,,,,,,,,,,0.17470223660798978,,,,1.0749755393371463
2015-05-08,,,,,,,,,,,-1.409871250382094,,,,,,,,,,,,,,,,,,,,,,,0.46714351199177767,,,,-0.09031650229562403
2015-05-15,,,,,,,,,,,-0.17708241712661338,,,,,,,,,,,,,,,,,,,,,,,-0.5120957195785658,,,,0.12628317500141073
2015-05-22,,,,,,,,,,,0.037570333800133256,,0.07288872421107716,,,,,,,,,,,,,,,,,,,,,-2.5945191225457385,,,-0.27439380987511913,-10.745732674137896
2015-05-29,-0.07723019589610369,,,,,,,,,,-1.1141170282864004,,1.3531359002027439,,,,,,,,,,,,,,,,,,,,,4.007044404895068,,,0.24114115884358406,1.834081764965212
2015-06-05,15.384855664358742,,,,,,,,,,-0.040846908848974614,,-1.63440210352269,,,,,,,,,,,,,,,,,,,,,-11.891111009329379,,,-0.0919467276607144,-0.05365686404621798
2015-06-12,-3.493214112748172,,,,,,,,,,6.474766542529694,,1.2543173989530052,,,,,,,,,,,,,,,,,,,,,1.5994042951664387,,,5.481406453048045,0.3214249606721831
2015-06-19,-0.19853087689915072,,,,,,,,,,-0.01305866524012073,,-0.7191087415579733,,,,,,,,,,,,,,,,,,,,,5.282131562706015,,,-0.013203236507003672,1.894405016740279
2015-06-26,-0.06635604794307938,,,,,,,,,,-0.6137704906442691,,-13.63194438775315,,,,,,,,,,,,,,,,,,,,,-11.578085866868795,,,-2.1476548582348762,-0.05204596242411481
2015-07-03,-0.4068146720926217,,,,,,,,,,-1.7422559070720234,,-0.0740391158029328,,,,,,,,,,,,,,,,,,,,,-1.3740452742907483,,,-0.010262046020074425,0.14090327327493968
2015-07-10,-0.1381427156562201,,,,,,,,,,0.5543270127462515,,-0.36416339436388334,,,,,,,,,,,,,,,,,,,,,0.6480285765099293,,,-0.10558035594597692,0.10642844454189301
2015-07-17,0.1689949848064276,,,,,,,,,,0.1100153952287215,,0.018952341583355733,,,,,,,,,,,,,,,,,,,,,-1.292099473547219,,,0.31629078348254946,7.5362236167971
2015-07-24,-4.102765745025171,,,,,,,,,,-2.1216958443941847,,0.06637660695707268,,,,,,,,,,,,,,,,,,,,,1.0639631873946969,,,3.2801987541760282,7.322429003064383
2015-07-31,8.208155472508501,,,,,,,,,,0.03812418284576144,,-0.021157353755072328,,,,,,,,,,,,,,,,,,,,,-17.493613945068198,,,6.379413896533341,0.23577706871322587
2015-08-07,-0.3529599980189159,,,,,,,,,,-0.03943586411961453,,9.676872126366309,,,,,,,,,,,,,,,,,,,,,0.2865290116236627,,,-6.038974595918461,0.5520524286358082
2015-08-14,1.3118379371793072,,,,,,,,,,-0.029294247399307024,,0.7637272449979312,,,,,,,,,,,,,,,,,,,,,0.39883945419090283,,,0.3221567722061409,-9.146212953274567
2015-08-21,0.09926428013706182,,,,,,,,,,-0.20250209110243184,,-0.02650768336629046,,,,,,,,,,,,,,,,,,,,,0.3034389401643096,,,-0.19582435627322228,0.32665529793117265
2015-08-28,,,,,,,,,,,0.2253903055459771,,,,,,,,,,,,,,,,,,,,,,,1.8997664032214943,,,,
2015-09-02,,,,,,,,,,,-0.11093238420612951,,,,,,,,,,,,,,,,,,,,,,,0.6609622343847639,,,,
2015-09-11,,,,,,,,,,,0.043069593239694455,,,,,,,,,,,,,,,,,,,,,,,0.3788761542377894,,,,
2015-09-18,,,,,,,,,,,12.147853618594127,,,,,,,,,,,,,,,,,,,,,,,-1.8263274826789415,,,,
2015-09-25,,,,,,,,,,,4.973750666389111,,,,,,,,,,,,,,,,,,,,,,,9.71162239975233,,,,
2015-09-30,,,,,,,,,,,0.32005597903059757,,,,,,,,,,,,,,,,,,,,,,,3.899168216542679,,,,
2015-10-09,,,,,,,,,,,-0.27457519232017374,,,,,,,,,,,,,,,,,,,,,,,-0.11563361866095459,,,,
2015-10-16,,,,,,,,,,,-0.7794659237629008,,,,,,,,,,,,,,,,,,,,,,,0.1155166897711639,,,,
2015-10-23,,,,,,,,,,,-6.680041957459606,,,,,,,,,,,,,,,,,,,,,,,1.0306608000334945,,,,
2015-10-30,,,,,,,,,,,-0.025893287242829074,,,,,,,,,,,,,,,,,,,,,,,-14.242167883879482,,,,
2015-11-06,,,,,,,,,,,-6.163195520666921,,,,,,,,,,,,,,,,,,,,,,,3.517967261246255,,,,
2015-11-13,,,,,,,,,,,0.5102673805352884,,,,,,,,,,,,,,,,,,,,,,,-18.438840289979968,,,,
2015-11-20,,,,,,,,,,,7.393722922181601,,,,,,,,,,,,,,,,,,,,,,,-3.7620614937770145,,,,
2015-11-27,,,,,,,,,,,-2.0606354643318916,,,,,,,,,,,,,,,,,,,,,,,-2.42772823620086,,,,
2015-12-04,,,,,,,,,,,1.2053721754343285,,,,,,,,,,,,,,,,,,,,,,,20.397275941201055,,,,
2015-12-11,,,,,,,,,,,-2.7194387116249326,,,,,,,,,,,,,,,,,,,,,,,-3.586978998371585,,,,
2015-12-18,,,,,,,,,,,0.8696248142418985,,,,,,,,,,,,,,,,,,,,,,,0.7324208505010101,,,,
2015-12-25,,,,,,,,,,,2.638984967958633,,,,,,,,,,,,,,,,,,,,,,,-0.6738923246028555,,,,
2015-12-31,,,,,,,,,,,0.12046203492871156,,,,,,,,,,,,,,,,,,,,,,,-4.560058911638875,,,,
2016-01-08,,,,,,,,,,,-20.267276714419157,,,,,,,,,,,,,,,,,,,,,,,-0.33315247945846826,,,,
2016-01-15,,,,,,,,,,,-0.05290939276180084,,,,,,,,,,,,,,,,,,,,,,,-1.4210648125079166,,,,
2016-01-22,,,,,,,,,,,0.22982491676892355,,,,,,,,,,,,,,,,,,,,,,,6.085397352624634,,,,
2016-01-29,,,,,,,,,,,-0.18961453504991344,,,,,,,,,,,,,,,,,,,,,,,-2.863731690398097,,,,
2016-02-05,,,,,,,,,,,0.16153284293993422,,,,,,,,,,,,,,,,,,,,,,,1.5582178359071648,,,,
2016-02-19,,,,,,,,,,,2.9502042039248613,,,,,,,,,,,,,,,,,,,,,,,2.64900967619809,,,,
2016-02-26,,,,,,,,,,,0.3014837357970723,,,,,,,,,,,,,,,,,,,,,,,1.4988213414740734,,,,
2016-03-04,,,,,,,,,,,-0.01701037917819274,,,,,,,,,,,,,,,,,,,,,,,-0.45041575314184246,,,,
2016-03-11,,,,,,,,,,,2.168948250836415,,,,,,,,,,,,,,,,,,,,,,,4.547954175945375,,,,
2016-03-18,,,,,,,,,,,-1.8206289459042027,,,,,,,,,,,,,,,,,,,,,,,-5.453160009680526,,,,
2016-03-25,,,,,,,,,,,-6.12061631870407,,,,,,,,,,,,,,,,,,,,,,,-5.738907995695053,,,,
2016-05-20,,,,,,,,,,-0.22728309803211494,,,,,,,,,,,,,,,,,,,-0.07750999841057876,,,,,,,,,
2016-05-27,,,,,,,,,,0.8140560334058397,-0.13878187085612942,,,,,,,,,,,,,,,,,,-0.041002109727044045,,,,,-1.6268747476042926,,,,
2016-06-03,,,,,,,,,,4.505626997687086,0.0028163008574550435,,,,,,,,,,,,,,,,,,0.9715816476741336,,,,,0.10849333441542561,,,,
2016-06-08,,,,,,,,,,-5.167151233901733,1.7111882540810641,,,,,,,,,,,,,,,,,,2.927325917263194,,,,,0.023047381974822104,,,,
2016-06-17,,,,,,,,,,1.1568355871313099,-0.06272501543119875,,,,,,,,,,,,,,,,,,-4.969870018349656,,,,,0.16377544292902463,,,,
2016-06-24,,,,,,,,,,-0.03514098345562069,-0.0009592455189526838,,,,,,,,,,,,,,,,,,4.544819447036296,,,,,0.34081648638195694,,,,
2016-07-01,,,,,,,,,,-20.34914137691345,-0.06924683158329473,,,,,,,,,,,,,,,,,,4.9577901669944096,,,,,13.40840740274793,,,,
2016-07-08,,,,,,,,,,-0.03890035209188371,-0.10327841408807525,,,,,,,,,,,,,,,,,,0.05170317617223121,,,,,0.21878023260036858,,,,
2016-07-15,,,,,,,,,,-0.7454541220199706,4.387260621632892,,,,,,,,,,,,,,,,,,-0.2563757076247674,,,,,-0.5497011020607874,,,,
2016-07-22,,,,,,,,,,-0.020865234834042463,-0.08521913907387199,,,,,,,,,,,,,,,,,,-0.06956541558970264,,,,,0.31289494311026533,,,,
2016-07-29,,,,,,,,,,0.4362368032547328,-0.1050426530494064,,,,,,,,,,,,,,,,,,-0.7616287089197109,,,,,14.601758494512385,,,,
2016-08-05,,,,,,,,,,0.16854863841028928,0.4386973013874802,,,,,,,,,,,,,,,,,,-5.44532262551776,,,,,-0.06859977107280393,,,,
2016-08-12,,,,,,,,,,-0.10094663990424185,0.23109039714816298,,,,,,,,,,,,,,,,,,-3.8158610258938954,,,,,0.15748419346917375,,,,
2016-08-19,,,,,,,,,,0.8753488626670147,-10.574603304238144,,,,,,,,,,,,,,,,,,1.2674850609722972,,,,,-0.31703631054960857,,,,
2016-08-26,,,,,,,,,,1.2950544157638024,1.0989768586455135,,,,,,,,,,,,,,,,,,2.145964027183232,,,,,,,,,
2016-09-02,,,,,,,,,,0.7151765980982163,-0.21421720149577017,,,,,,,,,,,,,,,,,,-0.1080007399886236,,,,,,,,,
2016-09-09,,,,,,,,,,-0.23941549506478155,-0.2704944394273977,,,,,,,,,,,,,,,,,,2.156237860168492,,,,,,,,,
2016-09-14,,,,,,,,,,-3.3425448770068584,-0.46266584016943363,,,,,,,,,,,,,,,,,,-0.016796291486201403,,,,,,,,,
2016-09-23,,,,,,,,,,-0.06256103192916575,0.13811187669891856,,,,,,,,,,,,,,,,,,-0.060158190248609675,,,,,,,,,
2016-09-30,,,,,,,,,,-0.030588742251278358,3.4072438857267664,,,,,,,,,,,,,,,,,,-0.033291150375006726,,,,,,,,,
2016-10-14,,,,,,,,,,-0.3830470691222262,-0.04820619129343914,,,,,,,,,,,,,,,,,,0.05652518793322543,,,,,,,,,
2016-10-21,,,,,,,,,,-0.035686719455340354,0.5008984513758424,,,,,,,,,,,,,,,,,,0.01642660280661807,,,,,,,,,
2016-10-28,,,,,,,,,,-0.3061797240266302,-0.059674874793863436,,,,,,,,,,,,,,,,,,-0.13734607026835663,,,,,,,,,
2016-11-04,,,,,,,,,,0.7977692471504351,-13.20059261013361,,,,,,,,,,,,,,,,,,0.562216545783858,,,,,,,,,
2016-11-11,,,,,,,,,,10.40298739856794,0.00047960358271853173,,,,,,,,,,,,,,,,,,-12.150307612281782,,,,,,,,,
2016-11-18,,,,,,,,,,-0.05513476534210643,-3.085566802614814,,,,,,,,,,,,,,,,,,-0.566969201745536,,,,,,,,,
2016-11-25,,,,,,,,,,-0.26342432808922295,-0.0584181836418684,,,,,,,,,,,,,,,,,,0.0068893328430266135,,,,,,,,,
2016-12-02,,,,,,,,,,-0.3090911350317616,-1.0551843116085753,,,,,,,,,,,,,,,,,,0.339765011738954,,,,,,,,,
2016-12-09,,,,,,,,,,-0.1369111443423303,-0.06051950335502991,,,,,,,,,,,,,,,,,,-0.6582861820385271,,,,,,,,,
2016-12-16,,,,,,,,,,6.254479966097688,-0.271142239388109,,,,,,,,,,,,,,,,,,0.046429222123282,,,,,,,,,
2016-12-23,,,,,,,,,,-0.22552775069460831,-0.11098053712448008,,,,,,,,,,,,,,,,,,5.76432133864159,,,,,,,,,
2016-12-31,,,,,,,,,,0.28084191605222575,-4.217591034400147,,,,,,,,,,,,,,,,,,0.03618632185506137,,,,,,,,,
2017-01-06,,,,,,,,,,-0.01096928112761757,-0.8583228904462127,,,,,,,,,,,,,,,,,,-0.09882073798566673,,,,,,,,,
