TradingDay,TMT,一带一路,传媒,农业综合,医药,医药医疗,国企改革,国央企综合,国防军工,基础化工,央企创新,家用电器,房地产,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,金融综合,钢铁煤炭,非银,食品饮料
2015-11-20,0.05349213597319438,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,0.021457095378369637,,,,0.07449732376009363,,,,,,,,,,,,,,,,,,,
2015-12-04,0.005328936963821325,,,,0.023488716175791673,,,,,,,,,,,,,,,,,,,
2015-12-11,-0.03123889641428817,,,,-0.14830547808857425,,,,,,,,,,,,,,,,,,,
2015-12-18,-0.00588344356468087,,,,0.20787955321482396,,,,,,,,,,,,,,,,,,,
2015-12-25,-0.29532601987208024,,,,-0.06828038304982106,,,,,,,,,,,,,,,,,,,
2015-12-31,-0.11120573745684299,,,,-0.05052417983945459,,,,,,,,,,,,,,,,,,,
2016-01-08,0.12995961790552668,,,,-0.016887095828746937,,,,,,,,,,,,,,,,,,,
2016-01-15,-0.00318140449586203,,,,-0.6951843605694638,,,,,,,,,,,,,,,,,,,
2016-01-22,0.007964494783256735,,,,-0.3808891303181305,,,,,,,,,,,,,,,,,,,
2016-01-29,-0.0019431676885272309,,,,-0.37776107308416196,,,,,,,,,,,,,,,,,,,
2016-02-05,0.004370397771511945,,,,-0.038806184837389186,,,,,,,,,,,,,,,,,,,
2016-02-19,0.1202398198961491,,,,-0.1213895910474076,,,,,,,,,,,,,,,,,,,
2016-02-26,0.4597772665368244,,,,-0.1207622404997343,-0.04442267053568738,,,,,,,,,,,,,,,,,,
2016-03-04,-0.19812085664457824,,,,-0.01030895387500155,-0.02014371314951762,,,,,,,,,,,,,,,,,,
2016-03-11,0.004567530392624022,,,,2.0310377549772856,-0.09102230055405935,,,,,,,,,,,,,,,,,,
2016-03-18,-0.04595557096656644,,,,0.08973796091970598,-0.2909100607745895,,,,,,,,,,,,,,,,,,
2016-03-25,-0.021721962082712067,,,,-0.017608339205367887,-0.04981875656360796,,,,,,,,,,,,,,,,,,
2016-04-01,-0.00013096777904495797,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,0.006011811754527665,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,0.3477210686006492,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,-0.04295498450976689,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,0.008717413260000126,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,0.02457746653461683,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,0.042673835954712525,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,-0.000449664665817971,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,-0.0008198555655951865,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,0.030751717466820816,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,-0.04069876980403885,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,0.00032355245743749127,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,0.40687242497024806,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,-0.08152166469641285,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,0.0005749252975213185,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,-0.001440745050869395,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,-0.0008864771760216592,,,,,,,,,,,,,,,,,,,,,,,0.00899776687096503
2016-07-29,-0.11570295964704855,,,,,,,,,,,,,,,,,,,,,,,-0.0018761200982286353
2016-08-05,0.2940396245732693,,,,,,,,,,,,,,,,,,,,,,,-0.0008674156699926674
2016-08-12,-0.7814037517309466,,,,,,,,,,,,,,,,,,,,,,,0.002434158224871729
2016-08-19,-0.03886764704063737,,,,,,,,,,,,,,,,,,,,,,,0.05339899315342487
2016-08-26,-0.008226219962559194,,,,,,,,,,,,,,,,,,,,,,,0.07668493962970145
2016-09-02,0.02947990698136195,,,,,,,,,,,,,,,,,,,,,,,-0.22687775555803014
2016-09-09,0.2286238357145468,,,,,,,,,,,,,,,,,,,,,,,0.12366761882789325
2016-09-14,0.04343921682372468,,,,,,,,,,,,,,,,,,,,,,,0.16256011274441406
2016-09-23,0.0244789769745667,,,,,,,,,,,,,,,,,,,,,,,0.005255215380640379
2016-09-30,-1.0846659845327198,,,,,,,,,,,,,,,,,,,,,,,0.0009331618910347
2016-10-14,0.4146582688478706,,,,,,,,,,,,,,,,,,,,,,,0.6685514903147484
2016-10-21,0.3214158648691811,,,,,,,,,,,,,,,,,,,,,,,0.037894668288402635
2016-10-28,0.08693594571696198,,,,,,,,,,,,,,,,,,,,,,,0.15598615217155037
2016-11-04,0.4543575748322074,,,,,,,,,,,,,,,,,,,,,,,0.18970347940269072
2016-11-11,-0.271862762511997,,,,,,,,,,,,,,,,,,,,,,,0.49847273800866837
2016-11-18,0.06827577687612395,,,,,,,,,,,,,,,,,,,,,,,-0.401707596170068
2016-11-25,0.03989273870008697,,,,,,,,,,,,,,,,,,,,,,,0.21493306580051497
2016-12-02,0.0028972606219487933,,,,,,,,,,,,,,,,,,,,,,,0.01029546058871236
2016-12-09,-0.11328152920426268,,,,,,,,,,,,,,,,,,,,,,,0.006239208424934726
2016-12-16,0.02191820644211825,,,,,,,,,,,,,,,,,,,,,,,0.018581415446179333
2016-12-23,0.29631878371478226,,,,,,,,,,,,,,,,,,,,,,,-0.05530534085078445
2016-12-31,0.06964086726029672,,,,,,,,,,,,,,,,,,,,,,,0.14592683779117163
2017-01-06,0.006434833461032493,,,,,,,,,,,,,,,,,,,,,,,-0.004857431191304166
2017-01-13,-0.004631766817122932,,,,,,,,,,,,,,,,,,,,,,,-0.0009028679395151164
2017-01-20,0.3274940222894852,,,,,,,,,,,,,,,,,,,,,,,0.2204984592490109
2017-01-26,-0.009807369384822958,,,,,,,,,,,,,,,,,,,,,,,0.02238418850161651
2017-02-03,-0.11837235213296472,,,,,,,,,,,,,,,,,,,,,,,-0.027770552001447103
2017-02-10,0.03707539296436875,,,,,,,,,,,,,,,,,,,,,,,0.028994963692143806
2017-02-17,-0.008106329455734619,,,,,,,,,,,,,,,,,,,,0.0005623828232893716,,,0.02757509867630098
2017-02-24,-0.06041954699775959,,,,,,,,,,,,,,,,,,,,-0.006780612278326319,,,-0.005645384470472472
2017-03-03,-0.024211413014914134,,,,,,,,,,,,,,,,,,,,-0.5531438081668818,,,-0.14701622871583672
2017-03-10,-0.04438183936409785,,,,,,,,,,,,,,,,,,,,-0.6435794335950211,,,-0.03558295991034835
2017-03-17,-0.0926838692674694,,,,,,,,,,,,,,,,,,,,-0.42141613691078955,,,-0.060678000520608004
