TradingDay,TMT,一带一路,交通运输,传媒,农业综合,医疗,医药,医药医疗,国企改革,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-05-08,0.02045942124033802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,-0.004378319781131165,,,,,,-0.07579736905316452,,,,,,,,,,,,,,,,,,,0.14299808784327384,,,,
2015-05-22,0.007371201476908608,,,,,,0.07511319125396607,,,,,,,,,,,,,,,,,,,0.03022621813030822,,,,
2015-05-29,0.05664356814571957,,,,,,-5.84971801470802e-05,,,,,,,,,,,,,,,,,,,0.012756838282920084,,,,
2015-06-05,-0.051731350928886116,,,,,,-0.718691632591617,,,,,,,,,,,,,,,,,,,0.11450635856157082,,,,
2015-06-12,-0.0008137982125360998,,,,,,0.6236164574030452,,,,,,,,,,,,,,,,,,,0.03681863307583947,,,,
2015-06-19,0.15561419768901508,,,,,,0.5142401677379069,,,,,,,,,,,,,,,,,,,0.04744003153564014,,,,
2015-06-26,-0.0008202758958484193,,,,,,-0.00047339456876312235,,,,,,,,,,,,,,,,,,,0.0018437035550436405,,,,
2015-07-03,-0.07019781751422251,,,,,,0.014214448060112824,,,,,,,,,,,,,,,,,,,0.0012913394357204984,,,,
2015-07-10,-0.005503207207956978,,,,,,-0.04069756064946941,,,,,,,,,,,,,,,,,,,0.032725042610731545,,,,
2015-07-17,0.01348611821851204,,,,,,-0.02859176088553989,,,,,,,,,,,,,,,,,,,-0.07280739480681389,,,,
2015-07-24,-0.02489537289484558,,,,,,-6.349361187265677e-05,,,,,,,,,,,,,,,,,,,-0.03872243181886832,,,,
2015-07-31,0.24621089364443544,,,,,,-0.0009258808703059709,,,,,,,,,,,,,,,,,,,-0.0037106914607607216,,,,
2015-08-07,-0.04278434106434958,,,,,,-0.02561950487081278,0.0027594400510203613,,,,,,,,,,,,,,,,,,0.003303737844733959,,,,
2015-08-14,-0.09512054472201455,,,,,,-4.389901693930333e-05,0.015339316077359055,,,,,,,,,,,,,,,,,,0.009089367926399316,,,,
2015-08-21,-0.003951990651176479,,,,,,0.1974370923331165,0.09785742129463372,,,,,,,,,,,,,,,,,,-0.9109642959087083,,,,
2015-08-28,-0.03681329190265847,,,,,,-0.06817103340366763,0.3823985671526396,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,0.22420611069658314,,,,,,-0.30824984093054086,-0.03190621413327665,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,-0.2416246565651297,,,,,,0.8073864396343207,0.12976892427861111,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,-0.014523911352026466,,,,,,0.02721100369748588,0.020440271708364433,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,-0.006517141066681711,,,,,,-1.83242259561229e-05,-0.004119374476860858,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,0.02199898933833718,,,,,,-0.012691943467235551,-0.18780766656707887,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,-0.006853588577905926,,,,,,-0.4003366608635919,-0.227990043569011,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,-0.4136516320354955,,,,,,-0.027461784406144888,-0.763252803942331,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,-0.009979689899102417,,,,,,-9.877970874154333e-05,-0.7506067162048502,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,-0.03060898945095376,,,,,,-0.12076112818007811,-0.005226239099166236,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,-0.24466471102517123,,,,,,-0.0685448046818686,-0.11427893671218974,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,0.19363435302510834,,,,,,0.024261528444779613,-0.17008952179189663,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,-0.005337811140934909,,,,,,0.009692338821481001,-1.0314074207162334,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,-0.029880937103525147,,,,,,0.01811602301992394,0.8001640087580997,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,-0.005574157171055075,,,,,,-0.22590176787556893,-0.3578081474008901,,,,,,,,,,,,,,,,,,,,,,
