TradingDay,TMT,一带一路,农业综合,医药,国企改革,国央企综合,国防军工,基础化工,央企创新,家用电器,房地产,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,金融综合,钢铁煤炭,食品饮料
2015-12-25,0.0013141167365872228,,,,,,,,,,,,,,,,,,,,
2015-12-31,0.0023948108250838765,,,0.02732660936680588,,,,,,,,,,,,,,,,,
2016-01-08,-0.03114081511977384,,,0.024124756279352455,,,,,,,,,,,,,,,,,
2016-01-15,-0.04830763821320505,,,0.0018516243502816575,,,,,,,,,,,,,,,,,
2016-01-22,0.011422816731819156,,,-0.008412323145111705,,,,,,,,,,,,,,,,,
2016-01-29,-0.001477121736165674,,,0.03726152282854484,,,,,,,,,,,,,,,,,
2016-02-05,-0.00769449864468057,,,0.02065958322760804,,,,,,,,,,,,,,,,,
2016-02-19,-0.00034584120010146496,,,0.07925023050036847,,,,,,,,,,,,,,,,,
2016-02-26,-0.020309276868471594,,,-0.011078425395615113,,,,,,,,,,,,,,,,,
2016-03-04,-0.045469258305196096,,,-0.06956462330444502,,,,,,,,,,,,,,,,,
2016-03-11,0.3433258565969653,,,0.026392675230391474,,,,,,,,,,,,,,,,,
2016-03-18,0.0006771213802757325,,,-0.00111475875184767,,,,,,,,,,,,,,,,,
2016-03-25,0.035476661526180675,,,-0.000703697918970309,,,,,,,,,,,,,,,,,
2016-04-01,0.032663540204048776,,,,,,,,,,,,,,,,,,,,
2016-04-08,0.07528202876540761,,,,,,,,,,,,,,,,,,,,
2016-04-15,0.00037137951116897474,,,,,,,,,,,,,,,,,,,,
2016-04-22,-0.026943584528421938,,,,,,,,,,,,,,,,,,,,
2016-04-29,-0.0778182195316636,,,,,,,,,,,,,,,,,,,,
2016-05-06,0.052387388557306847,,,,,,,,,,,,,,,,,,,,
2016-05-13,0.3352018972881014,,,,,,,,,,,,,,,,,,,,
2016-05-20,-0.038563303962998285,,,,,,,,,,,,,,,,,,,,
2016-05-27,0.012386919604292697,,,,,,,,,,,,,,,,,,,,
2016-06-03,0.0005511909481067906,,,,,,,,,,,,,,,,,,,,
