TradingDay,TMT,一带一路,交通运输,传媒,农业综合,医疗,医药,医药医疗,国企改革,国央企综合,国防军工,基建,基础化工,央企创新,家用电器,房地产,新能源汽车,有色,机械设备,汽车,电力,电子,绿色/ESG,计算机,通信,金融综合,钢铁煤炭,银行,非银,食品饮料
2015-05-22,0.01903286827780986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,-0.009583410209091814,,,,,,-0.30557114806782426,,,,,,,,,,,,,,,,,,,0.011640654250734798,,,,
2015-06-05,-0.1803146193486601,,,,,,-0.01121167251071475,,,,,,,,,,,,,,,,,,,0.0033563820558114997,,,,
2015-06-12,0.309001832295115,,,,,,-0.12877728787063855,,,,,,,,,,,,,,,,,,,0.023279429470974788,,,,
2015-06-19,0.0038626271218733218,,,,,,-0.0020381697002226098,,,,,,,,,,,,,,,,,,,0.24171991647863517,,,,
2015-06-26,0.020800221963445484,,,,,,-0.015041194313388817,,,,,,,,,,,,,,,,,,,0.31963733988029996,,,,
2015-07-03,0.024914817544863882,,,,,,-0.032259714590160415,,,,,,,,,,,,,,,,,,,0.6566873677918483,,,,
2015-07-10,0.29041418553151555,,,,,,0.050637778080938195,,,,,,,,,,,,,,,,,,,0.027439730815388298,,,,
2015-07-17,-0.08649336672238854,,,,,,-0.0939192188177527,,,,,,,,,,,,,,,,,,,0.5463541793954038,,,,
2015-07-24,-0.0013606477691191622,,,,,,-0.009340523662265298,,,,,,,,,,,,,,,,,,,0.0037554896811618464,,,,
2015-07-31,0.019916750981514533,,,,,,-0.0015295377652510126,,,,,,,,,,,,,,,,,,,0.0033450895418167146,,,,
2015-08-07,0.053743047096185353,,,,,,-0.07565128722376532,,,,,,,,,,,,,,,,,,,0.09356103110270622,,,,
2015-08-14,0.006662849423404211,,,,,,-0.019629181069342153,,,,,,,,,,,,,,,,,,,0.232695951903597,,,,
2015-08-21,-0.007320427780396669,,,,,,-0.0022122563096416406,0.0005219235304666467,,,,,,,,,,,,,,,,,,-0.006351377602661447,,,,
2015-08-28,-0.0027807866895747635,,,,,,0.8786478139644072,-0.1939203415555294,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,0.23039233101181023,,,,,,-0.07604208244341878,0.0687754601123505,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,-0.012907265922048217,,,,,,-0.12781090362641934,-0.7338826931769917,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,-0.009288077591259648,,,,,,-0.007656949908969551,0.008947987210538473,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,-0.04726517406047963,,,,,,0.012479897824847128,-0.11708238853406772,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-0.023939322490590602,,,,,,-0.000638456110704302,-0.10146570114687792,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,0.03508799043078288,,,,,,0.011721479107353352,-0.584402607116611,,,,,,,,,,,,,,,,,,,,,,
